"id","woman","birth_year","migration_background","urban","parental_edu","ability","university","income","owns_home","n_children","oracle_y0","oracle_y1"
750,1,1957,1,1,9.6,-1.11,0,23,1,5,3.161,2.541
751,0,1978,0,0,11,0.46,0,27,0,2,1.967,1.597
752,0,1971,0,1,10.1,-0.44,0,24.5,0,3,2.3,1.93
753,1,1963,0,0,8.9,-0.17,0,19.6,1,6,2.711,2.091
754,1,1964,0,0,13.2,0.87,0,36.4,1,2,2.237,1.617
755,0,1979,0,1,13.3,1.44,1,54.5,0,1,1.534,1.164
756,1,1973,0,0,10.7,-1.24,0,20,0,3,2.413,1.793
757,0,1967,0,1,10.7,0.86,0,24,0,4,2.202,1.832
758,0,1959,1,0,11.3,-0.84,0,16,0,3,3.039,2.669
759,1,1975,0,1,9.9,0.63,1,44.6,1,5,2.017,1.397
760,0,1972,0,0,13.3,-0.95,0,29.6,0,1,2.23,1.86
761,1,1974,0,0,8.2,-2.08,0,13.3,0,1,2.672,2.052
762,0,1985,1,1,11.5,-0.74,1,29.9,0,0,2.026,1.656
763,1,1970,0,1,13,1.06,1,48.8,0,1,1.917,1.297
764,1,1969,0,0,8.7,-2.17,0,15.6,1,4,2.821,2.201
765,0,1955,0,0,9,-0.51,0,14.3,1,5,3.028,2.658
766,0,1984,1,0,13.8,0.82,1,39.6,1,0,1.773,1.403
767,1,1967,0,0,15.4,0.36,0,34.8,0,1,2.065,1.445
768,1,1965,1,1,12.1,0.56,0,31.8,1,3,2.471,1.851
769,0,1968,0,1,14.9,0.62,1,51.6,1,1,1.924,1.554
770,0,1963,0,1,8.4,-0.5,0,22.7,1,2,2.694,2.324
771,0,1978,1,1,14.3,-0.11,1,47,0,2,1.984,1.614
772,1,1955,0,1,11.7,0.19,1,32.4,1,1,2.643,2.023
773,1,1956,0,0,11.3,-0.58,0,12.7,0,2,2.851,2.231
774,0,1967,0,0,12.1,1.23,0,31.2,0,3,2.153,1.783
775,1,1979,0,0,15.2,0.49,1,51,1,3,1.649,1.029
776,0,1979,0,1,14.1,0.58,1,38.2,0,2,1.61,1.24
777,0,1968,0,0,13.9,0.76,1,41.1,1,2,2.07,1.7
778,1,1984,0,1,10.7,-0.19,0,25.8,0,2,1.781,1.161
779,1,1973,1,1,12.3,2.37,1,59.3,1,1,1.915,1.295
780,1,1959,0,1,11.2,0.85,1,39.5,1,3,2.442,1.822
781,0,1963,0,0,16.4,0.43,0,35.5,0,0,2.122,1.752
782,1,1977,0,1,6.5,-0.53,0,20.7,0,4,2.349,1.729
783,1,1983,0,0,9.1,-0.61,1,26.2,1,2,2.085,1.465
784,0,1956,0,0,11.4,-0.26,0,33.3,1,1,2.798,2.428
785,0,1976,0,0,16.5,-0.75,0,34.5,1,0,1.851,1.481
786,1,1963,0,0,14.8,-0.76,0,26.6,1,3,2.408,1.788
787,1,1980,0,1,16.9,1.47,1,51,1,1,1.255,0.635
788,0,1960,0,0,11.8,-0.19,1,31.1,1,7,2.623,2.253
789,0,1982,1,1,16.3,2.53,1,57.7,1,2,1.319,0.949
790,0,1966,1,1,15.1,2.32,1,47.7,0,1,1.975,1.605
791,0,1979,0,1,14.7,-1.29,1,35.6,0,2,1.85,1.48
792,0,1964,0,0,10.8,-1.29,0,21,0,2,2.719,2.349
793,1,1983,0,1,11.4,0.64,1,46.7,1,0,1.644,1.024
794,0,1957,0,0,16.7,-0.36,0,43.5,0,3,2.426,2.056
795,0,1957,0,1,8.6,0.59,0,18.1,1,1,2.723,2.353
796,1,1972,0,1,15.1,-0.19,1,33.5,0,1,1.897,1.277
797,1,1979,0,1,15.2,-0.46,0,27.4,1,1,1.692,1.072
798,1,1962,1,1,10.6,-1.78,0,16.6,1,3,3.024,2.404
799,0,1971,1,0,15.6,1.14,1,50.9,1,2,2.047,1.677
800,0,1982,0,0,13.5,0.04,1,33.7,0,1,1.729,1.359
801,1,1961,0,0,11.1,0.03,0,39.6,1,3,2.603,1.983
802,0,1974,0,1,12.9,1.58,1,62.3,1,1,1.71,1.34
803,1,1957,1,0,13,-1.39,0,10.8,0,3,3.077,2.457
804,1,1965,1,1,14.3,-1.2,0,24.3,0,2,2.589,1.969
805,0,1977,0,1,13.3,1.38,1,52.4,1,0,1.611,1.241
806,1,1985,0,1,11.7,-0.26,1,51.5,1,1,1.691,1.071
807,0,1984,0,1,11.6,-0.96,0,32.9,0,2,1.837,1.467
808,1,1969,0,1,10.9,-0.53,0,21.6,1,4,2.329,1.709
809,0,1971,0,0,12.4,0.21,0,35.2,1,4,2.15,1.78
810,1,1975,1,0,10.8,-0.3,0,33.8,1,1,2.448,1.828
811,0,1961,1,1,12.2,0.6,0,24.7,0,1,2.595,2.225
812,1,1976,0,1,12.3,-1.18,0,32.5,0,0,2.095,1.475
813,1,1982,0,0,13.3,-0.9,1,38.2,1,1,1.882,1.262
814,1,1976,1,0,8.8,-0.2,0,18.5,0,3,2.531,1.911
815,1,1983,1,1,15.1,1.04,1,45.8,0,0,1.587,0.967
816,1,1967,1,1,11.9,1.72,1,42.9,0,0,2.243,1.623
817,1,1976,0,0,9.1,-0.59,0,27.9,0,4,2.32,1.7
818,0,1955,1,1,11.3,-0.83,0,18.3,0,1,3.073,2.703
819,0,1960,0,0,11,0.34,0,20.7,0,1,2.598,2.228
820,1,1959,1,0,12.1,0.06,0,13.1,0,1,2.851,2.231
821,1,1975,0,1,10.1,0.56,0,26.4,0,4,2.015,1.395
822,0,1973,0,0,12,-0.43,1,33.3,1,2,2.205,1.835
823,0,1975,0,0,11.7,0.19,0,23.8,1,3,2.064,1.694
824,0,1958,0,1,5.6,-0.66,0,3.5,1,3,3.075,2.705
825,1,1955,0,0,12.8,-0.75,1,33.4,1,7,2.811,2.191
826,1,1977,0,1,11,0.87,1,39.6,1,1,1.84,1.22
827,1,1978,1,1,12,-0.3,0,27.7,0,0,2.165,1.545
828,0,1969,0,1,7.5,0.18,0,23.7,0,2,2.449,2.079
829,1,1983,0,0,14,2.09,0,39.1,0,2,1.353,0.733
830,0,1963,0,1,9.4,-1.9,0,18.7,1,6,2.838,2.468
831,0,1985,0,1,16.2,0.68,1,49.5,0,0,1.251,0.881
832,0,1977,0,0,14.1,-1.07,0,29,1,1,2.025,1.655
833,1,1984,0,0,16.2,2.64,1,63.6,0,1,1.09,0.47
834,1,1956,0,0,8.2,-0.53,0,25.2,0,1,3.051,2.431
835,1,1972,1,1,13.9,0.94,1,47.5,1,2,2.057,1.437
836,1,1978,0,0,14.5,1.46,1,48.5,0,0,1.585,0.965
837,1,1973,0,1,20.2,1.71,1,65.6,1,0,1.238,0.618
838,1,1982,0,0,8,0.7,0,30.2,1,2,1.995,1.375
839,0,1965,0,0,5.4,-1.31,0,15.3,0,5,3.047,2.677
840,1,1975,0,0,15.2,0.55,1,46.3,0,0,1.776,1.156
841,1,1960,0,1,9.4,-1.44,0,15.4,1,2,2.871,2.251
842,1,1957,0,0,5.6,-0.22,0,22.5,1,4,3.143,2.523
843,1,1969,0,1,8.6,0.09,1,31.9,1,3,2.389,1.769
844,1,1982,1,0,13.2,0.47,0,37.9,1,4,1.934,1.314
845,1,1961,0,0,13.6,0.7,0,35.3,0,1,2.337,1.717
846,1,1969,0,1,15,0.98,1,42.8,0,2,1.83,1.21
847,0,1984,1,1,10.1,-0.8,0,13.9,0,1,2.162,1.792
848,1,1963,0,1,18.6,2.05,1,65.8,1,0,1.634,1.014
849,0,1965,1,0,12,-0.36,0,29.1,0,4,2.716,2.346
850,0,1984,0,1,10.6,0.18,1,43.9,0,2,1.732,1.362
851,1,1966,0,1,9.7,0.51,0,26.7,0,3,2.355,1.735
852,0,1974,0,0,14.2,-1.74,0,17.8,0,1,2.221,1.851
853,0,1959,0,0,14.7,-0.68,1,30.9,1,3,2.539,2.169
854,0,1959,0,1,5.9,-0.73,0,10.5,0,1,3.031,2.661
855,0,1964,0,0,11.3,-0.08,0,35.8,1,4,2.505,2.135
856,1,1970,1,1,13.9,-0.63,1,39.6,0,2,2.36,1.74
857,1,1982,0,1,11.4,1.66,0,30.5,1,3,1.525,0.905
858,1,1967,1,0,11.9,0.7,1,36.3,1,3,2.496,1.876
859,0,1967,0,1,10.7,-2.1,0,17.9,0,4,2.646,2.276
860,1,1960,0,1,13.5,0.02,1,33.2,1,4,2.379,1.759
861,0,1980,0,1,7.9,-0.78,0,16.4,0,2,2.192,1.822
862,0,1967,0,0,11.9,-1.06,0,29.1,0,1,2.51,2.14
863,1,1975,0,1,14.7,-0.42,1,37.9,0,3,1.856,1.236
864,0,1971,0,1,11.4,0.45,1,47.2,0,1,2.081,1.711
865,1,1965,0,1,10,-0.1,0,22.3,1,4,2.46,1.84
866,1,1968,0,1,13.2,0.11,0,30.6,1,2,2.113,1.493
867,1,1964,0,1,15.1,0.83,1,54.9,1,3,2.015,1.395
868,0,1958,0,1,7.4,0.04,0,23.9,1,2,2.85,2.48
869,1,1984,0,0,10.3,-1.3,0,30.5,0,1,2.075,1.455
870,1,1977,0,0,13.7,-0.44,1,31.9,0,0,1.956,1.336
871,0,1965,0,0,14.7,0.34,0,35.4,0,2,2.181,1.811
872,1,1955,1,1,11,-1.14,0,26.3,0,2,3.139,2.519
873,1,1962,0,0,16.4,1.77,1,58.9,0,2,1.955,1.335
874,0,1967,0,1,15.2,-0.39,0,24.3,0,1,2.09,1.72
875,0,1980,0,1,11.2,-0.87,1,26.7,1,2,1.985,1.615
876,1,1985,0,1,13.5,-0.33,1,43.4,0,0,1.582,0.962
877,0,1958,0,1,9.4,-0.11,0,31.7,0,5,2.74,2.37
878,1,1980,0,0,14.9,0.93,1,50.8,1,4,1.57,0.95
879,1,1962,1,0,14.3,-1.4,1,33.9,1,4,2.821,2.201
880,0,1976,0,1,16.6,3.01,1,51.3,1,2,1.181,0.811
881,1,1967,0,1,13.3,1.81,0,31.2,0,4,1.886,1.266
882,1,1985,0,1,13.7,-0.96,0,34.9,1,1,1.663,1.043
883,1,1959,0,1,14.9,1.7,1,47,1,2,2.069,1.449
884,0,1979,0,0,14.2,-0.28,1,42.1,0,0,1.832,1.462
885,0,1960,0,1,11.8,-0.37,0,16.9,0,5,2.55,2.18
886,0,1964,0,1,6.6,-0.58,0,17.7,0,2,2.792,2.422
887,0,1981,0,1,17.7,0.27,1,56.8,0,2,1.348,0.978
888,0,1983,1,1,10.2,-0.09,1,39.2,0,3,2.084,1.714
889,1,1959,0,1,10.9,-0.64,0,23.9,1,3,2.685,2.065
890,0,1967,0,1,11,0.46,0,28.4,0,2,2.241,1.871
891,0,1983,1,0,7.6,0.04,0,21.7,1,2,2.338,1.968
892,0,1972,0,1,13.4,-0.01,0,34.8,0,1,1.982,1.612
893,1,1957,0,1,19,1.8,1,55.5,1,1,1.848,1.228
894,0,1969,1,1,14.4,1.85,1,41.5,0,2,1.989,1.619
895,1,1982,0,0,12.2,0.01,1,45.8,0,1,1.819,1.199
896,1,1975,0,0,14.3,-1.51,1,32.6,0,2,2.146,1.526
897,1,1973,0,0,9.1,-1.91,0,20.1,1,1,2.62,2
898,0,1961,0,1,13.3,-0.04,0,32.9,0,1,2.367,1.997
899,0,1980,1,0,12.9,-0.56,0,32,1,5,2.177,1.807
900,0,1974,0,0,11.2,-0.48,0,27.7,1,4,2.232,1.862
901,1,1969,0,0,14.4,0.34,1,42.3,0,0,2.066,1.446
902,1,1961,0,1,9.4,-1.35,0,16.6,0,1,2.823,2.203
903,1,1963,0,1,17.8,1.36,1,42.2,1,4,1.79,1.17
904,0,1964,0,1,7.8,-0.95,0,19.8,0,0,2.768,2.398
905,1,1961,0,1,9.5,0.22,0,22,0,2,2.582,1.962
906,0,1966,0,0,14.9,-0.02,1,38.9,0,1,2.189,1.819
907,1,1966,1,1,10.6,-0.43,0,30.8,0,4,2.686,2.066
908,1,1970,1,0,11.6,-2.4,0,7.2,0,2,2.879,2.259
909,1,1979,0,1,17,1.01,1,49.2,0,0,1.352,0.732
910,0,1973,0,1,14.9,-0.6,0,33.6,1,3,1.937,1.567
911,1,1968,0,1,15,1,1,39.9,1,3,1.861,1.241
912,0,1957,0,1,6.9,0.04,0,3.8,0,2,2.917,2.547
913,1,1984,0,1,12.1,0.1,0,29.7,1,3,1.644,1.024
914,0,1972,0,0,10.9,-0.78,0,25.4,1,3,2.364,1.994
915,1,1955,0,0,6.3,-1.55,0,9,1,4,3.364,2.744
916,1,1979,0,1,10.7,0.45,1,31.1,0,4,1.855,1.235
917,1,1971,0,0,14.8,-0.19,1,48.7,1,1,2.051,1.431
918,0,1969,0,1,11.5,-0.29,0,26.8,0,1,2.254,1.884
919,1,1982,0,1,9.2,0.44,1,43,1,3,1.854,1.234
920,0,1956,0,0,8.7,-0.03,0,18.6,0,2,2.943,2.573
921,1,1974,0,0,12.6,0.03,1,41,1,0,2.062,1.442
922,1,1973,0,1,14.2,-0.27,1,44.6,1,2,1.935,1.315
923,1,1962,0,1,13.6,-1.23,1,43,1,5,2.492,1.872
924,1,1969,0,0,13.8,0.94,1,36.9,1,1,2.016,1.396
925,1,1978,0,0,8.1,-1.04,0,24.5,1,3,2.385,1.765
926,1,1972,0,0,13.4,0.21,1,44.2,0,2,2.049,1.429
927,1,1975,0,0,15.9,-0.27,1,40.4,0,0,1.853,1.233
928,1,1956,0,0,17.2,0.12,1,39.4,0,1,2.354,1.734
929,1,1963,0,1,15.1,0.69,1,40.3,1,0,2.071,1.451
930,0,1956,0,0,10,-0.36,0,15.9,1,5,2.906,2.536
931,1,1962,0,0,13.3,0,0,38.1,0,0,2.428,1.808
932,1,1980,1,1,11.3,1.09,1,47.9,1,0,1.935,1.315
933,0,1967,0,1,11.4,0.99,1,46.1,1,1,2.136,1.766
934,0,1964,0,1,12.9,-0.49,0,28.3,0,1,2.36,1.99
935,0,1967,1,1,12.4,0.8,0,32.1,0,1,2.348,1.978
936,1,1980,1,1,13.8,0.46,1,49.9,1,0,1.864,1.244
937,1,1967,0,1,11.3,0.05,1,38.6,1,2,2.283,1.663
938,1,1975,1,1,14.1,1.44,1,48.9,0,1,1.867,1.247
939,1,1981,0,1,13,-1.09,0,17.4,0,4,1.866,1.246
940,0,1980,1,0,13.3,2.13,1,63.5,1,0,1.746,1.376
941,0,1955,0,0,14.3,1.33,1,44.7,1,2,2.4,2.03
942,1,1956,0,1,8.8,-1.06,0,10.6,0,1,2.99,2.37
943,0,1963,0,0,10.4,-0.09,0,26.5,1,2,2.601,2.231
944,1,1957,0,1,12.7,0.55,0,29.8,1,4,2.455,1.835
945,0,1985,1,1,13.2,-0.54,1,42,0,2,1.883,1.513
946,1,1979,1,1,14.3,0.07,1,50.5,1,2,1.922,1.302
947,0,1960,0,0,12.7,-1.54,0,17.5,1,2,2.767,2.397
948,0,1970,0,0,9.6,-0.71,0,28.6,1,1,2.508,2.138
949,0,1955,0,0,7.1,0.72,0,27.8,0,1,2.97,2.6
950,0,1982,0,0,17.5,0.78,1,51.8,1,0,1.352,0.982
951,1,1982,0,0,11.3,-1.87,0,26.1,0,2,2.162,1.542
952,0,1973,0,1,14.6,1.54,1,57.9,0,0,1.637,1.267
953,1,1970,0,0,9.7,-1,0,14.2,0,4,2.545,1.925
954,0,1985,0,1,12.8,-0.39,0,26.3,0,2,1.637,1.267
955,1,1960,0,1,16.1,2.98,1,53.2,1,1,1.762,1.142
956,0,1983,0,1,11.8,0.13,0,26.2,0,1,1.694,1.324
957,0,1960,0,0,11.9,-0.92,0,27.3,0,0,2.727,2.357
958,1,1966,0,1,11,-0.66,0,26.7,0,1,2.444,1.824
959,0,1959,0,0,12,-0.1,1,45.6,1,1,2.632,2.262
960,0,1969,0,1,6.3,0.01,0,17.6,1,5,2.554,2.184
961,1,1961,0,1,8.6,-0.9,0,30.1,1,1,2.809,2.189
962,1,1958,1,0,7.6,0.39,0,25.7,1,1,3.134,2.514
963,1,1967,0,1,9.4,0.39,0,26.5,0,0,2.359,1.739
964,0,1957,1,1,11.1,-1.06,0,22.6,1,3,3.053,2.683
965,0,1976,0,0,11.2,-1.76,0,12.5,1,4,2.356,1.986
966,1,1956,0,0,13.7,0.33,1,37.5,1,2,2.555,1.935
967,0,1982,0,1,14.5,-0.59,1,28.2,1,3,1.657,1.287
968,0,1982,0,0,11.1,0.66,1,37,0,1,1.795,1.425
969,1,1969,1,1,14.1,0.77,0,39.3,1,6,2.17,1.55
970,0,1956,0,0,8.9,-0.26,0,25.9,1,2,2.963,2.593
971,1,1976,0,1,15.4,1.44,1,44,1,2,1.495,0.875
972,1,1975,0,1,7.7,-1.63,1,36.4,1,3,2.503,1.883
973,1,1963,1,1,13.3,1.38,1,41.6,1,1,2.337,1.717
974,1,1955,0,0,9.6,1.71,0,40.5,0,4,2.656,2.036
975,1,1960,0,0,10.6,-1.13,0,21.8,0,4,2.845,2.225
976,0,1970,0,1,12.1,-1.69,0,21.7,0,0,2.389,2.019
977,0,1963,0,0,9.5,-0.33,0,12.5,1,2,2.696,2.326
978,1,1959,0,0,11.1,-0.82,0,38.3,1,1,2.799,2.179
979,0,1984,0,0,16.7,2.74,1,68.7,0,0,1.042,0.672
980,0,1962,0,0,6.8,-1.35,0,12.5,0,3,3.063,2.693
981,1,1973,0,0,15,1.79,1,46.3,1,4,1.671,1.051
982,0,1960,0,1,14.9,-0.68,1,22.8,0,0,2.391,2.021
983,1,1970,0,1,9.2,-0.12,0,19.6,0,3,2.347,1.727
984,0,1970,0,1,12.7,0.35,1,39.2,1,0,2.043,1.673
985,0,1960,0,1,11.6,0.45,1,39.2,0,2,2.442,2.072
986,0,1982,0,0,13.3,0,0,33.6,1,2,1.747,1.377
987,1,1965,0,1,11.4,-1.05,0,14.9,0,2,2.51,1.89
988,1,1980,0,0,10.5,0.67,0,30.6,0,2,1.901,1.281
989,0,1969,0,1,9.5,-0.86,0,31.2,0,2,2.472,2.102
990,0,1960,0,1,13.5,0.9,1,41.4,0,0,2.248,1.878
991,0,1963,0,0,11.1,-1.78,0,9.6,0,2,2.808,2.438
992,1,1964,1,1,11.6,1.1,1,45,1,2,2.458,1.838
993,1,1956,0,1,7.5,-0.01,0,3.5,1,4,2.92,2.3
994,0,1965,0,0,7.2,1.12,0,19.2,1,4,2.564,2.194
995,0,1965,0,0,15.8,-0.18,1,47.5,1,0,2.186,1.816
996,0,1956,0,1,12.2,-0.59,0,16.8,0,6,2.694,2.324
997,0,1977,1,1,12.9,0.35,1,46.9,1,6,2.042,1.672
998,1,1972,0,1,9,-0.41,0,27.9,0,3,2.335,1.715
999,0,1973,0,1,13.2,1.46,1,41,1,2,1.741,1.371
1000,0,1963,0,1,7.5,0.05,0,17.6,0,2,2.672,2.302
1001,1,1961,0,1,14.1,0.45,0,36,1,1,2.24,1.62
1002,1,1956,0,0,8.3,-0.2,0,31,1,3,2.994,2.374
1003,1,1963,0,0,11,-0.31,0,21,0,0,2.593,1.973
1004,0,1973,0,1,16.4,-0.26,1,48.3,1,2,1.787,1.417
1005,0,1970,1,0,9.6,-0.14,0,18.6,0,2,2.673,2.303
1006,1,1961,1,1,12.4,0.46,1,36.6,1,3,2.602,1.982
1007,1,1960,0,1,8.2,-0.97,0,20,1,5,2.88,2.26
1008,0,1985,0,0,17.8,-0.02,1,64.4,1,2,1.35,0.98
1009,0,1978,0,0,11.9,0.3,1,40.6,0,1,1.932,1.562
1010,0,1957,0,1,9.2,0.01,0,9.8,0,2,2.768,2.398
1011,0,1970,0,0,10.4,-1.87,0,15.2,0,2,2.629,2.259
1012,1,1975,0,1,14.3,-0.55,0,18,0,2,1.902,1.282
1013,1,1983,0,0,10.9,-0.15,0,36.8,0,0,1.896,1.276
1014,1,1973,0,0,12.5,0.11,0,31.1,1,3,2.09,1.47
1015,0,1968,1,0,12.4,0.06,1,47.4,1,3,2.524,2.154
1016,1,1982,0,0,18,1.1,1,56.6,0,0,1.27,0.65
1017,1,1980,0,0,11.1,0.2,0,29.2,0,4,1.932,1.312
1018,1,1973,0,1,11.7,0.71,0,26.5,0,2,1.954,1.334
1019,1,1964,0,0,10.7,0.16,0,20.7,0,2,2.509,1.889
1020,0,1981,0,1,11.3,0.19,0,29,1,3,1.787,1.417
1021,1,1983,0,0,12.2,1.46,0,37.8,1,5,1.567,0.947
1022,0,1976,0,0,7.4,0.07,0,27.2,1,1,2.334,1.964
1023,1,1985,0,0,10.1,0.41,1,36.2,1,1,1.796,1.176
1024,1,1972,0,1,13,1.11,1,36.7,1,3,1.841,1.221
1025,0,1957,0,0,6.6,-0.15,0,30.6,1,2,3.065,2.695
1026,1,1967,0,1,7.9,-0.81,0,18.4,0,1,2.638,2.018
1027,0,1975,0,0,15.4,1.05,1,37.6,0,0,1.688,1.318
1028,1,1975,0,0,12,-0.64,0,32.1,0,2,2.168,1.548
1029,1,1963,0,1,15,1.94,1,45.9,1,3,1.889,1.269
1030,1,1957,0,0,8.9,-0.18,0,21,0,2,2.917,2.297
1031,0,1979,0,0,10.7,-0.6,0,26,0,3,2.113,1.743
1032,1,1979,0,1,13.3,0.87,1,40.6,1,1,1.619,0.999
1033,0,1963,1,1,11.8,-0.49,0,25,0,1,2.717,2.347
1034,0,1974,0,1,16.7,2.11,1,63.2,1,2,1.377,1.007
1035,1,1963,0,1,12.4,0.3,0,36.7,1,2,2.309,1.689
1036,1,1968,0,1,9.6,-0.88,0,19.3,0,2,2.502,1.882
1037,0,1971,0,0,9.6,-0.04,0,14.5,0,3,2.374,2.004
1038,0,1968,1,1,13.6,0.77,1,30,1,1,2.238,1.868
1039,0,1982,0,1,11.7,-0.08,0,23.8,0,2,1.767,1.397
1040,0,1981,0,0,19.8,0.22,1,63.4,1,0,1.316,0.946
1041,0,1982,0,1,11.4,-0.45,0,28,0,1,1.841,1.471
1042,0,1974,0,1,13.8,-1.28,0,17.3,0,1,2.079,1.709
1043,1,1963,0,0,12.4,0.04,0,18,0,1,2.447,1.827
1044,0,1966,0,0,11.2,-2.01,0,20.6,0,3,2.733,2.363
1045,0,1958,0,1,11.6,1.11,0,23.7,1,5,2.411,2.041
1046,1,1969,0,0,10,-1.77,0,23,1,4,2.674,2.054
1047,0,1957,0,1,11.6,-0.84,0,26.5,0,2,2.737,2.367
1048,0,1978,0,0,14.6,-0.4,1,42,1,1,1.857,1.487
1049,0,1968,0,1,13.9,-0.53,0,35.6,1,1,2.163,1.793
1050,1,1955,0,1,10.2,2.47,0,38.9,0,1,2.402,1.782
1051,1,1985,0,1,17.5,0.51,1,55.3,1,0,1.189,0.569
1052,1,1971,0,0,11,0.79,0,23.8,1,2,2.157,1.537
1053,0,1985,0,0,17.5,0.76,1,57.5,1,0,1.252,0.882
1054,0,1973,1,0,14.3,-0.91,0,30.1,1,2,2.374,2.004
1055,1,1975,0,1,16.5,1.17,1,58.2,1,0,1.498,0.878
1056,0,1975,0,1,14.1,-0.33,1,37.6,1,2,1.882,1.512
1057,0,1982,0,0,10.1,-1.17,0,29.8,1,3,2.136,1.766
1058,0,1959,1,1,10.2,-1.64,0,19.1,0,0,3.132,2.762
1059,1,1961,0,1,12.2,0.3,0,23.3,0,3,2.39,1.77
1060,1,1972,0,0,13.5,0.01,0,21.6,1,2,2.072,1.452
1061,1,1969,0,0,10.3,-1.08,1,27.5,1,2,2.552,1.932
1062,0,1967,0,1,11.6,-0.25,0,18.8,0,2,2.308,1.938
1063,0,1963,1,1,8.5,0.96,0,37,1,5,2.72,2.35
1064,0,1967,0,1,11.7,0.64,1,37.1,0,2,2.168,1.798
1065,1,1972,0,1,16.3,1.68,1,58.1,1,0,1.536,0.916
1066,0,1962,0,1,11.2,1.11,1,40.9,0,5,2.301,1.931
1067,0,1983,0,1,13.9,-1.34,1,33.6,0,1,1.774,1.404
1068,0,1985,0,1,13.6,-0.02,1,57.3,1,1,1.529,1.159
1069,1,1969,0,0,8.9,-1.25,0,16,1,3,2.67,2.05
1070,0,1971,0,1,12.4,1.02,1,38.7,1,2,1.928,1.558
1071,1,1955,0,1,9.7,-1.23,0,21.8,1,5,2.99,2.37
1072,1,1957,0,1,10.9,0.25,1,28.3,1,1,2.619,1.999
1073,1,1961,0,0,10.2,-0.65,1,37.9,1,2,2.765,2.145
1074,1,1957,0,1,15.9,1.35,1,43.1,1,1,2.122,1.502
1075,1,1980,1,0,16.5,0.09,1,46.5,1,0,1.839,1.219
1076,0,1984,0,1,13.5,-0.4,1,41.6,0,0,1.627,1.257
1077,0,1983,0,1,14.5,1.34,1,56.3,0,2,1.333,0.963
1078,1,1964,0,0,9.4,-0.29,0,34.1,0,1,2.663,2.043
1079,1,1983,0,1,12.4,-0.6,0,24.1,0,0,1.764,1.144
1080,1,1983,0,0,13,0.91,1,43.6,1,0,1.597,0.977
1081,1,1974,1,0,13.3,-0.28,1,36.9,1,3,2.312,1.692
1082,1,1973,0,1,7.9,0,0,23.6,0,3,2.313,1.693
1083,1,1974,0,0,14.3,0.01,1,54.4,1,2,1.952,1.332
1084,0,1973,1,1,7.6,-0.04,0,31.4,0,2,2.589,2.219
1085,1,1957,0,0,12.3,0.05,1,35.7,1,4,2.657,2.037
1086,1,1958,0,1,10.9,0.84,1,44.9,0,0,2.497,1.877
1087,1,1973,1,1,9.6,-0.57,0,23.1,1,4,2.535,1.915
1088,1,1985,0,1,11.8,0.28,1,34.3,1,3,1.603,0.983
1089,0,1967,0,1,10.6,-0.99,0,29.5,0,2,2.486,2.116
1090,1,1977,0,1,15.5,1.71,1,52.4,1,3,1.415,0.795
1091,0,1974,0,1,15,-0.53,1,36.7,1,2,1.885,1.515
1092,1,1969,0,1,16.1,1.92,1,43.9,0,2,1.615,0.995
1093,1,1967,0,1,10.8,-1.09,0,26.2,0,0,2.488,1.868
1094,1,1981,0,0,13.5,-0.04,0,33.3,0,0,1.775,1.155
1095,0,1958,1,1,8.7,-1.33,0,14.7,0,4,3.219,2.849
1096,0,1963,0,1,16.2,1.7,1,59.5,1,2,1.846,1.476
1097,1,1964,0,0,10.6,0.1,0,27.5,1,0,2.524,1.904
1098,0,1971,0,0,15.8,-1.29,1,37.2,1,4,2.149,1.779
1099,0,1957,0,1,9.9,0.71,0,24,0,1,2.617,2.247
1100,1,1967,0,1,11.9,-1.43,0,18.9,1,3,2.466,1.846
1101,1,1970,0,0,13,-1.04,0,26.5,1,3,2.331,1.711
1102,0,1968,0,1,11.9,1.9,1,45.8,0,2,1.932,1.562
1103,1,1985,1,0,12.9,0.01,0,37.5,0,0,1.921,1.301
1104,0,1982,0,1,12.5,-0.4,0,29.2,1,5,1.76,1.39
1105,1,1967,0,0,11.1,0.48,1,44.7,0,2,2.331,1.711
1106,0,1964,0,0,7.7,-3.25,0,-5.7,0,2,3.219,2.849
1107,0,1955,0,0,9.2,0.24,0,13.5,0,0,2.902,2.532
1108,1,1958,0,1,13.1,-0.38,1,35.3,1,2,2.533,1.913
1109,0,1964,0,0,8.7,-0.35,0,29.5,1,2,2.719,2.349
1110,0,1964,1,0,15.2,0.97,1,35.8,1,1,2.337,1.967
1111,1,1978,0,0,12,0.54,0,38,1,2,1.889,1.269
1112,1,1955,0,1,7.8,-1.87,0,14.1,0,2,3.212,2.592
1113,0,1976,0,0,12,1.28,0,35.3,0,1,1.847,1.477
1114,1,1970,0,1,8.9,-0.52,0,3.3,0,1,2.426,1.806
1115,0,1962,0,1,15.3,1.43,1,40.5,1,5,1.98,1.61
1116,1,1958,1,1,13,1.55,1,39,1,3,2.501,1.881
1117,0,1978,0,1,12.8,0.06,1,36.6,0,2,1.808,1.438
1118,0,1976,0,0,16.8,0.67,1,44.7,0,1,1.619,1.249
1119,1,1967,1,0,9.9,0.11,0,27.1,1,4,2.718,2.098
1120,0,1971,0,0,13.1,0.82,1,44.3,0,0,2.012,1.642
1121,0,1966,0,1,11.2,0.41,0,30.8,0,3,2.27,1.9
1122,0,1965,0,0,11.5,0.62,1,49.4,1,1,2.352,1.982
